,Date,Open,High,Low,Close,Adj Close,compound,neg,neu,pos
2227,2015-10-08,110.19,110.19,108.21,109.5,109.5,0.9692,0.047,0.849,0.105
2228,2015-10-09,110.0,112.28,109.49,112.12,112.12,0.9524,0.058,0.82,0.121
2229,2015-10-12,112.73,112.75,111.44,111.6,111.6,0.1433,0.034,0.928,0.037
2230,2015-10-13,110.82,112.45,110.68,111.79,111.79,0.1964,0.041,0.919,0.04
2231,2015-10-14,111.29,111.52,109.56,110.21,110.21,0.4131,0.054,0.882,0.064
2232,2015-10-15,110.93,112.1,110.49,111.86,111.86,0.8519,0.013,0.924,0.063
2233,2015-10-16,111.78,112.0,110.53,111.04,111.04,0.9552,0.0,0.875,0.125
2234,2015-10-19,110.8,111.75,110.11,111.73,111.73,0.0,0.0,0.0,0.0
2235,2015-10-20,111.34,114.17,110.82,113.77,113.77,-0.9493,0.1,0.845,0.056
2236,2015-10-21,114.0,115.58,113.7,113.76,113.76,0.631,0.047,0.895,0.058
2237,2015-10-22,114.33,115.5,114.1,115.5,115.5,0.9793,0.048,0.823,0.128
2238,2015-10-23,116.7,119.23,116.33,119.08,119.08,0.9652,0.038,0.857,0.105
2239,2015-10-26,118.08,118.13,114.92,115.28,115.28,0.9825,0.01,0.886,0.104
2240,2015-10-27,115.4,116.54,113.99,114.55,114.55,0.3163,0.103,0.8,0.098
2241,2015-10-28,116.93,119.3,116.06,119.27,119.27,0.5855,0.156,0.675,0.169
2242,2015-10-29,118.7,120.69,118.27,120.53,120.53,0.6705,0.089,0.802,0.11
2243,2015-10-30,120.99,121.22,119.45,119.5,119.5,0.6249,0.063,0.817,0.121
2244,2015-11-02,120.8,121.36,119.61,121.18,121.18,0.98,0.009,0.807,0.184
2245,2015-11-03,120.79,123.49,120.7,122.57,122.57,0.9575,0.03,0.864,0.106
2246,2015-11-04,123.13,123.82,121.62,122.0,122.0,0.4854,0.03,0.931,0.04
2247,2015-11-05,121.85,122.69,120.18,120.92,120.92,0.987,0.045,0.808,0.146
2248,2015-11-06,121.11,121.81,120.62,121.06,121.06,0.9098,0.03,0.87,0.1
2249,2015-11-09,120.96,121.81,120.05,120.57,120.57,0.9863,0.059,0.785,0.156
2250,2015-11-10,116.9,118.07,116.06,116.77,116.77,0.5285,0.097,0.791,0.113
2251,2015-11-11,116.37,117.42,115.21,116.11,116.11,0.9571,0.03,0.863,0.107
2252,2015-11-12,116.26,116.82,115.65,115.72,115.72,0.9738,0.007,0.891,0.102
2253,2015-11-13,115.2,115.57,112.27,112.34,112.34,-0.836,0.08,0.887,0.034
2254,2015-11-16,111.38,114.24,111.0,114.18,114.18,0.2732,0.102,0.797,0.102
2255,2015-11-17,114.92,115.05,113.32,113.69,113.69,-0.8662,0.111,0.804,0.084
2256,2015-11-18,115.76,117.49,115.5,117.29,117.29,-0.7356,0.072,0.876,0.053
2257,2015-11-19,117.64,119.75,116.76,118.78,118.78,0.4585,0.062,0.856,0.082
2258,2015-11-20,119.2,119.92,118.85,119.3,119.3,0.8511,0.078,0.811,0.111
2259,2015-11-23,119.27,119.73,117.34,117.75,117.75,0.8368,0.068,0.827,0.105
2260,2015-11-24,117.33,119.35,117.12,118.88,118.88,0.9352,0.05,0.842,0.108
2261,2015-11-25,119.21,119.23,117.92,118.03,118.03,0.9638,0.047,0.824,0.129
2262,2015-11-27,118.29,118.41,117.6,117.81,117.81,-0.6757,0.109,0.802,0.089
2263,2015-11-30,117.99,119.41,117.75,118.3,118.3,0.4211,0.052,0.867,0.081
2264,2015-12-01,118.75,118.81,116.86,117.34,117.34,0.9926,0.017,0.837,0.146
2265,2015-12-02,117.34,118.11,116.08,116.28,116.28,0.9893,0.055,0.8,0.145
2266,2015-12-03,116.55,116.79,114.22,115.2,115.2,0.9524,0.036,0.869,0.094
2267,2015-12-04,115.29,119.25,115.11,119.03,119.03,0.9633,0.037,0.847,0.116
2268,2015-12-07,118.98,119.86,117.81,118.28,118.28,-0.7821,0.083,0.847,0.07
2269,2015-12-08,117.52,118.6,116.86,118.23,118.23,0.9343,0.061,0.819,0.121
2270,2015-12-09,117.64,117.69,115.08,115.62,115.62,0.9786,0.061,0.798,0.142
2271,2015-12-10,116.04,116.94,115.51,116.17,116.17,-0.5859,0.099,0.804,0.097
2272,2015-12-11,115.19,115.39,112.85,113.18,113.18,0.1406,0.069,0.851,0.08
2273,2015-12-14,112.18,112.68,109.79,112.48,112.48,-0.796,0.081,0.837,0.083
2274,2015-12-15,111.94,112.8,110.35,110.49,110.49,0.8604,0.041,0.883,0.076
2275,2015-12-16,111.07,111.99,108.8,111.34,111.34,0.9584,0.02,0.891,0.089
2276,2015-12-17,112.02,112.25,108.98,108.98,108.98,0.0616,0.057,0.879,0.064
2277,2015-12-18,108.91,109.52,105.81,106.03,106.03,0.5979,0.08,0.828,0.093
2278,2015-12-21,107.28,107.37,105.57,107.33,107.33,0.9282,0.058,0.833,0.109
2279,2015-12-22,107.4,107.72,106.45,107.23,107.23,-0.8376,0.078,0.878,0.044
2280,2015-12-23,107.27,108.85,107.2,108.61,108.61,0.8934,0.056,0.842,0.103
2281,2015-12-24,109.0,109.0,107.95,108.03,108.03,0.9201,0.053,0.832,0.114
2282,2015-12-28,107.59,107.69,106.18,106.82,106.82,-0.3818,0.145,0.73,0.125
2283,2015-12-29,106.96,109.43,106.86,108.74,108.74,0.3182,0.0,0.922,0.078
2284,2015-12-30,108.58,108.7,107.18,107.32,107.32,0.3612,0.058,0.818,0.124
2285,2015-12-31,107.01,107.03,104.82,105.26,105.26,0.0,0.0,0.0,0.0
2286,2016-01-04,102.61,105.37,102.0,105.35,105.35,0.6525,0.071,0.836,0.093
2287,2016-01-05,105.75,105.85,102.41,102.71,102.71,0.8255,0.059,0.842,0.099
2288,2016-01-06,100.56,102.37,99.87,100.7,100.7,0.5499,0.114,0.785,0.102
2289,2016-01-07,98.68,100.13,96.43,96.45,96.45,0.9786,0.03,0.862,0.108
2290,2016-01-08,98.55,99.11,96.76,96.96,96.96,0.8883,0.045,0.869,0.086
2291,2016-01-11,98.97,99.06,97.34,98.53,98.53,0.9634,0.055,0.827,0.118
2292,2016-01-12,100.55,100.69,98.84,99.96,99.96,0.9918,0.006,0.842,0.152
2293,2016-01-13,100.32,101.19,97.3,97.39,97.39,0.9743,0.025,0.86,0.116
2294,2016-01-14,97.96,100.48,95.74,99.52,99.52,0.69,0.019,0.93,0.052
2295,2016-01-15,96.2,97.71,95.36,97.13,97.13,0.088,0.05,0.904,0.046
2296,2016-01-19,98.41,98.65,95.5,96.66,96.66,0.9926,0.026,0.801,0.173
2297,2016-01-20,95.1,98.19,93.42,96.79,96.79,0.9966,0.019,0.775,0.206
2298,2016-01-21,97.06,97.88,94.94,96.3,96.3,0.983,0.005,0.87,0.125
2299,2016-01-22,98.63,101.46,98.37,101.42,101.42,0.491,0.059,0.874,0.067
2300,2016-01-25,101.52,101.53,99.21,99.44,99.44,0.6956,0.027,0.921,0.052
2301,2016-01-26,99.93,100.88,98.07,99.99,99.99,0.2846,0.036,0.922,0.041
2302,2016-01-27,96.04,96.63,93.34,93.42,93.42,0.8158,0.047,0.869,0.085
2303,2016-01-28,93.79,94.52,92.39,94.09,94.09,0.8739,0.07,0.824,0.106
2304,2016-01-29,94.79,97.34,94.35,97.34,97.34,-0.8316,0.092,0.849,0.059
2305,2016-02-01,96.47,96.71,95.4,96.43,96.43,-0.7269,0.077,0.889,0.035
2306,2016-02-02,95.42,96.04,94.28,94.48,94.48,0.0,0.0,0.0,0.0
2307,2016-02-03,95.0,96.84,94.08,96.35,96.35,0.8769,0.055,0.862,0.083
2308,2016-02-04,95.86,97.33,95.19,96.6,96.6,0.8225,0.039,0.893,0.068
2309,2016-02-05,96.52,96.92,93.69,94.02,94.02,0.936,0.0,0.888,0.112
2310,2016-02-08,93.13,95.7,93.04,95.01,95.01,0.0,0.0,0.0,0.0
2311,2016-02-09,94.29,95.94,93.93,94.99,94.99,0.7269,0.058,0.745,0.197
2312,2016-02-10,95.92,96.35,94.1,94.27,94.27,0.9354,0.018,0.884,0.098
2313,2016-02-11,93.79,94.72,92.59,93.7,93.7,0.9726,0.012,0.883,0.105
2314,2016-02-12,94.19,94.5,93.01,93.99,93.99,0.9721,0.034,0.847,0.119
2315,2016-02-16,95.02,96.85,94.61,96.64,96.64,0.9738,0.046,0.821,0.133
2316,2016-02-17,96.67,98.21,96.15,98.12,98.12,0.5719,0.071,0.839,0.09
2317,2016-02-18,98.84,98.89,96.09,96.26,96.26,-0.9359,0.077,0.894,0.03
2318,2016-02-19,96.0,96.76,95.8,96.04,96.04,0.4215,0.044,0.901,0.055
2319,2016-02-22,96.31,96.9,95.92,96.88,96.88,-0.7622,0.093,0.831,0.076
2320,2016-02-23,96.4,96.5,94.55,94.69,94.69,0.9505,0.051,0.833,0.115
2321,2016-02-24,93.98,96.38,93.32,96.1,96.1,0.2263,0.076,0.839,0.085
2322,2016-02-25,96.05,96.76,95.25,96.76,96.76,-0.7003,0.104,0.804,0.092
2323,2016-02-26,97.2,98.02,96.58,96.91,96.91,0.0258,0.078,0.84,0.081
2324,2016-02-29,96.86,98.23,96.65,96.69,96.69,0.7845,0.0,0.86,0.14
2325,2016-03-01,97.65,100.77,97.42,100.53,100.53,0.9131,0.054,0.846,0.1
2326,2016-03-02,100.51,100.89,99.64,100.75,100.75,0.9049,0.065,0.833,0.102
2327,2016-03-03,100.58,101.71,100.45,101.5,101.5,-0.3056,0.076,0.856,0.068
2328,2016-03-04,102.37,103.75,101.37,103.01,103.01,0.9724,0.059,0.801,0.14
2329,2016-03-07,102.39,102.83,100.96,101.87,101.87,-0.9279,0.126,0.792,0.082
2330,2016-03-08,100.78,101.76,100.4,101.03,101.03,0.8505,0.1,0.784,0.116
2331,2016-03-09,101.31,101.58,100.27,101.12,101.12,0.9287,0.013,0.877,0.11
2332,2016-03-10,101.41,102.24,100.15,101.17,101.17,0.0,0.0,0.0,0.0
2333,2016-03-11,102.24,102.28,101.5,102.26,102.26,0.9648,0.056,0.811,0.133
2334,2016-03-14,101.91,102.91,101.78,102.52,102.52,-0.9387,0.083,0.898,0.019
2335,2016-03-15,103.96,105.18,103.85,104.58,104.58,0.9661,0.023,0.875,0.101
2336,2016-03-16,104.61,106.31,104.59,105.97,105.97,0.8481,0.046,0.876,0.078
2337,2016-03-17,105.52,106.47,104.96,105.8,105.8,0.3446,0.055,0.881,0.064
2338,2016-03-18,106.34,106.5,105.19,105.92,105.92,0.5834,0.047,0.897,0.055
2339,2016-03-21,105.93,107.65,105.14,105.91,105.91,0.31,0.095,0.814,0.091
2340,2016-03-22,105.25,107.29,105.21,106.72,106.72,-0.9903,0.177,0.747,0.076
2341,2016-03-23,106.48,107.07,105.9,106.13,106.13,0.9231,0.048,0.849,0.102
2342,2016-03-24,105.47,106.25,104.89,105.67,105.67,0.4767,0.033,0.9,0.067
2343,2016-03-28,106.0,106.19,105.06,105.19,105.19,0.8126,0.045,0.836,0.118
2344,2016-03-29,104.89,107.79,104.88,107.68,107.68,0.8689,0.043,0.883,0.074
2345,2016-03-30,108.65,110.42,108.6,109.56,109.56,0.7852,0.029,0.898,0.073
2346,2016-03-31,109.72,109.9,108.88,108.99,108.99,0.956,0.031,0.871,0.098
2347,2016-04-01,108.78,110.0,108.2,109.99,109.99,0.8271,0.014,0.938,0.048
2348,2016-04-04,110.42,112.19,110.27,111.12,111.12,0.9565,0.036,0.795,0.17
2349,2016-04-05,109.51,110.73,109.42,109.81,109.81,0.0,0.0,0.0,0.0
2350,2016-04-06,110.23,110.98,109.2,110.96,110.96,0.6903,0.047,0.89,0.063
2351,2016-04-07,109.95,110.42,108.12,108.54,108.54,0.9294,0.049,0.854,0.097
2352,2016-04-08,108.91,109.77,108.17,108.66,108.66,0.8202,0.116,0.748,0.135
2353,2016-04-11,108.97,110.61,108.83,109.02,109.02,-0.5719,0.043,0.957,0.0
2354,2016-04-12,109.34,110.5,108.66,110.44,110.44,0.1646,0.026,0.943,0.031
2355,2016-04-13,110.8,112.34,110.8,112.04,112.04,0.936,0.032,0.892,0.076
2356,2016-04-14,111.62,112.39,111.33,112.1,112.1,-0.9709,0.115,0.838,0.047
2357,2016-04-15,112.11,112.3,109.73,109.85,109.85,-0.9726,0.132,0.837,0.031
2358,2016-04-18,108.89,108.95,106.94,107.48,107.48,-0.9595,0.129,0.796,0.075
2359,2016-04-19,107.88,108.0,106.23,106.91,106.91,-0.7351,0.094,0.842,0.064
2360,2016-04-20,106.64,108.09,106.06,107.13,107.13,0.9697,0.073,0.79,0.137
2361,2016-04-21,106.93,106.93,105.52,105.97,105.97,0.9191,0.026,0.891,0.084
2362,2016-04-22,105.01,106.48,104.62,105.68,105.68,0.9683,0.058,0.806,0.136
2363,2016-04-25,105.0,105.65,104.51,105.08,105.08,0.8534,0.087,0.789,0.125
2364,2016-04-26,103.91,105.3,103.91,104.35,104.35,0.9477,0.06,0.817,0.123
2365,2016-04-27,96.0,98.71,95.68,97.82,97.82,0.9718,0.049,0.825,0.126
2366,2016-04-28,97.61,97.88,94.25,94.83,94.83,0.7243,0.063,0.844,0.093
2367,2016-04-29,93.99,94.72,92.51,93.74,93.74,-0.8934,0.1,0.842,0.058
2368,2016-05-02,93.97,94.08,92.4,93.64,93.64,-0.8199,0.104,0.818,0.078
2369,2016-05-03,94.2,95.74,93.68,95.18,95.18,0.889,0.081,0.8,0.119
2370,2016-05-04,95.2,95.9,93.82,94.19,94.19,0.9408,0.062,0.829,0.109
2371,2016-05-05,94.0,94.07,92.68,93.24,93.24,0.9178,0.067,0.82,0.113
2372,2016-05-06,93.37,93.45,91.85,92.72,92.72,0.5024,0.074,0.832,0.094
2373,2016-05-09,93.0,93.77,92.59,92.79,92.79,0.7684,0.051,0.872,0.076
2374,2016-05-10,93.33,93.57,92.11,93.42,93.42,0.5719,0.046,0.89,0.064
2375,2016-05-11,93.48,93.57,92.46,92.51,92.51,0.9844,0.028,0.819,0.152
2376,2016-05-12,92.72,92.78,89.47,90.34,90.34,-0.5691,0.102,0.793,0.105
2377,2016-05-13,90.0,91.67,90.0,90.52,90.52,0.9522,0.038,0.858,0.104
2378,2016-05-16,92.39,94.39,91.65,93.88,93.88,-0.3612,0.055,0.895,0.05
2379,2016-05-17,94.55,94.7,93.01,93.49,93.49,-0.765,0.05,0.928,0.022
2380,2016-05-18,94.16,95.21,93.89,94.56,94.56,0.5423,0.041,0.902,0.057
2381,2016-05-19,94.64,94.64,93.57,94.2,94.2,0.9001,0.049,0.86,0.091
2382,2016-05-20,94.64,95.43,94.52,95.22,95.22,0.7933,0.058,0.838,0.104
2383,2016-05-23,95.87,97.19,95.67,96.43,96.43,0.0772,0.076,0.827,0.097
2384,2016-05-24,97.22,98.09,96.84,97.9,97.9,0.9465,0.037,0.855,0.108
2385,2016-05-25,98.67,99.74,98.11,99.62,99.62,0.9129,0.042,0.87,0.088
2386,2016-05-26,99.68,100.73,98.64,100.41,100.41,0.544,0.041,0.887,0.072
2387,2016-05-27,99.44,100.47,99.25,100.35,100.35,0.9346,0.084,0.796,0.12
2388,2016-05-31,99.6,100.4,98.82,99.86,99.86,0.7579,0.0,0.806,0.194
2389,2016-06-01,99.02,99.54,98.33,98.46,98.46,0.6994,0.069,0.853,0.078
2390,2016-06-02,97.6,97.84,96.63,97.72,97.72,0.775,0.054,0.879,0.067
2391,2016-06-03,97.79,98.27,97.45,97.92,97.92,0.9546,0.038,0.83,0.132
2392,2016-06-06,97.99,101.89,97.55,98.63,98.63,0.7717,0.058,0.837,0.105
2393,2016-06-07,99.25,99.87,98.96,99.03,99.03,0.0,0.0,0.0,0.0
2394,2016-06-08,99.02,99.56,98.68,98.94,98.94,-0.5993,0.098,0.814,0.088
2395,2016-06-09,98.5,99.99,98.46,99.65,99.65,0.775,0.099,0.79,0.111
2396,2016-06-10,98.53,99.35,98.48,98.83,98.83,0.975,0.044,0.796,0.161
2397,2016-06-13,98.69,99.12,97.1,97.34,97.34,0.8658,0.029,0.895,0.076
2398,2016-06-14,97.32,98.48,96.75,97.46,97.46,0.9201,0.028,0.893,0.079
2399,2016-06-15,97.82,98.41,97.03,97.14,97.14,0.9549,0.005,0.929,0.066
2400,2016-06-16,96.45,97.75,96.07,97.55,97.55,0.9287,0.022,0.874,0.104
2401,2016-06-17,96.62,96.65,95.3,95.33,95.33,-0.0516,0.112,0.765,0.123
2402,2016-06-20,96.0,96.57,95.03,95.1,95.1,0.9817,0.021,0.84,0.139
2403,2016-06-21,94.94,96.35,94.68,95.91,95.91,0.9398,0.04,0.864,0.095
2404,2016-06-22,96.25,96.89,95.35,95.55,95.55,0.9384,0.036,0.883,0.081
2405,2016-06-23,95.94,96.29,95.25,96.1,96.1,0.9262,0.067,0.817,0.116
2406,2016-06-24,92.91,94.66,92.65,93.4,93.4,0.7764,0.045,0.879,0.077
2407,2016-06-27,93.0,93.05,91.5,92.04,92.04,0.121,0.076,0.83,0.093
2408,2016-06-28,92.9,93.66,92.14,93.59,93.59,-0.2091,0.098,0.802,0.1
2409,2016-06-29,93.97,94.55,93.63,94.4,94.4,-0.2732,0.096,0.81,0.094
2410,2016-06-30,94.44,95.77,94.3,95.6,95.6,-0.6121,0.085,0.866,0.049
2411,2016-07-01,95.49,96.47,95.33,95.89,95.89,0.0,0.0,0.0,0.0
2412,2016-07-05,95.39,95.4,94.46,94.99,94.99,0.9215,0.038,0.871,0.091
2413,2016-07-06,94.6,95.66,94.37,95.53,95.53,0.8658,0.016,0.914,0.069
2414,2016-07-07,95.7,96.5,95.62,95.94,95.94,0.9837,0.021,0.856,0.123
2415,2016-07-08,96.49,96.89,96.05,96.68,96.68,0.9744,0.024,0.857,0.119
2416,2016-07-11,96.75,97.65,96.73,96.98,96.98,0.0,0.075,0.839,0.086
2417,2016-07-12,97.17,97.7,97.12,97.42,97.42,0.9486,0.053,0.841,0.106
2418,2016-07-13,97.41,97.67,96.84,96.87,96.87,0.3071,0.091,0.803,0.106
2419,2016-07-14,97.39,98.99,97.32,98.79,98.79,0.9062,0.049,0.872,0.079
2420,2016-07-15,98.92,99.3,98.5,98.78,98.78,-0.2617,0.095,0.823,0.083
2421,2016-07-18,98.7,100.13,98.6,99.83,99.83,0.4767,0.047,0.894,0.059
2422,2016-07-19,99.56,100.0,99.34,99.87,99.87,0.9314,0.068,0.823,0.109
2423,2016-07-20,100.0,100.46,99.74,99.96,99.96,0.9886,0.015,0.855,0.129
2424,2016-07-21,99.83,101.0,99.13,99.43,99.43,0.9455,0.057,0.819,0.124
2425,2016-07-22,99.26,99.3,98.31,98.66,98.66,0.8692,0.079,0.809,0.112
2426,2016-07-25,98.25,98.84,96.92,97.34,97.34,-0.767,0.108,0.803,0.09
2427,2016-07-26,96.82,97.97,96.42,96.67,96.67,0.3534,0.105,0.782,0.113
2428,2016-07-27,104.27,104.35,102.75,102.95,102.95,0.9762,0.056,0.815,0.129
2429,2016-07-28,102.83,104.45,102.82,104.34,104.34,0.9484,0.019,0.837,0.145
2430,2016-07-29,104.19,104.55,103.68,104.21,104.21,0.9299,0.032,0.718,0.25
2431,2016-08-01,104.41,106.15,104.41,106.05,106.05,0.5118,0.079,0.822,0.098
2432,2016-08-02,106.05,106.07,104.0,104.48,104.48,0.5994,0.065,0.85,0.085
2433,2016-08-03,104.81,105.84,104.77,105.79,105.79,0.0,0.0,0.0,0.0
2434,2016-08-04,105.58,106.0,105.28,105.87,105.87,-0.32,0.071,0.855,0.073
2435,2016-08-05,106.27,107.65,106.18,107.48,107.48,0.0,0.0,0.0,0.0
2436,2016-08-08,107.52,108.37,107.16,108.37,108.37,-0.6715,0.076,0.866,0.059
2437,2016-08-09,108.23,108.94,108.01,108.81,108.81,0.9172,0.074,0.818,0.109
2438,2016-08-10,108.71,108.9,107.76,108.0,108.0,0.5267,0.0,0.913,0.087
2439,2016-08-11,108.52,108.93,107.85,107.93,107.93,0.8063,0.022,0.92,0.058
2440,2016-08-12,107.78,108.44,107.78,108.18,108.18,0.4767,0.0,0.966,0.034
2441,2016-08-15,108.14,109.54,108.08,109.48,109.48,0.0,0.0,0.0,0.0
2442,2016-08-16,109.63,110.23,109.21,109.38,109.38,0.964,0.045,0.839,0.116
2443,2016-08-17,109.1,109.37,108.34,109.22,109.22,-0.9604,0.128,0.798,0.073
2444,2016-08-18,109.23,109.6,109.02,109.08,109.08,0.9937,0.055,0.766,0.178
2445,2016-08-19,108.77,109.69,108.36,109.36,109.36,-0.7854,0.056,0.908,0.037
2446,2016-08-22,108.86,109.1,107.85,108.51,108.51,0.2023,0.067,0.859,0.074
2447,2016-08-23,108.59,109.32,108.53,108.85,108.85,0.9872,0.038,0.819,0.143
2448,2016-08-24,108.57,108.75,107.68,108.03,108.03,0.9669,0.053,0.831,0.116
2449,2016-08-25,107.39,107.88,106.68,107.57,107.57,-0.4601,0.115,0.776,0.11
2450,2016-08-26,107.41,107.95,106.31,106.94,106.94,-0.2263,0.061,0.878,0.061
2451,2016-08-29,106.62,107.44,106.29,106.82,106.82,0.0,0.0,0.0,0.0
2452,2016-08-30,105.8,106.5,105.5,106.0,106.0,0.0,0.0,0.0,0.0
2453,2016-08-31,105.66,106.57,105.64,106.1,106.1,0.0,0.0,0.0,0.0
2454,2016-09-01,106.14,106.8,105.62,106.73,106.73,0.0,0.0,0.0,0.0
2455,2016-09-02,107.7,108.0,106.82,107.73,107.73,-0.1531,0.059,0.89,0.051
2456,2016-09-06,107.9,108.3,107.51,107.7,107.7,0.8485,0.033,0.907,0.06
2457,2016-09-07,107.83,108.76,107.07,108.36,108.36,0.0,0.0,0.0,0.0
2458,2016-09-08,107.25,107.27,105.24,105.52,105.52,0.9647,0.024,0.885,0.091
2459,2016-09-09,104.64,105.72,103.13,103.13,103.13,-0.9663,0.172,0.703,0.124
2460,2016-09-12,102.65,105.72,102.53,105.44,105.44,0.9493,0.052,0.859,0.089
2461,2016-09-13,107.51,108.79,107.24,107.95,107.95,0.9761,0.065,0.805,0.13
2462,2016-09-14,108.73,113.03,108.6,111.77,111.77,-0.0772,0.059,0.881,0.061
2463,2016-09-15,113.86,115.73,113.49,115.57,115.57,0.9892,0.032,0.839,0.129
2464,2016-09-16,115.12,116.13,114.04,114.92,114.92,0.9829,0.04,0.855,0.105
2465,2016-09-19,115.19,116.18,113.25,113.58,113.58,-0.7402,0.091,0.843,0.065
2466,2016-09-20,113.05,114.12,112.51,113.57,113.57,0.0,0.0,0.0,0.0
2467,2016-09-21,113.85,113.99,112.44,113.55,113.55,0.9765,0.038,0.854,0.108
2468,2016-09-22,114.35,114.94,114.0,114.62,114.62,0.9782,0.03,0.863,0.107
2469,2016-09-23,114.42,114.79,111.55,112.71,112.71,0.9883,0.057,0.795,0.149
2470,2016-09-26,111.64,113.39,111.55,112.88,112.88,0.0,0.0,0.0,0.0
2471,2016-09-27,113.0,113.18,112.34,113.09,113.09,0.6025,0.082,0.811,0.107
2472,2016-09-28,113.69,114.64,113.43,113.95,113.95,0.0,0.0,0.0,0.0
2473,2016-09-29,113.16,113.8,111.8,112.18,112.18,0.0,0.0,0.0,0.0
2474,2016-09-30,112.46,113.37,111.8,113.05,113.05,0.0,0.0,0.0,0.0
2475,2016-10-03,112.71,113.05,112.28,112.52,112.52,-0.1796,0.059,0.891,0.05
2476,2016-10-04,113.06,114.31,112.63,113.0,113.0,0.5423,0.04,0.899,0.06
2477,2016-10-05,113.4,113.66,112.69,113.05,113.05,0.9796,0.053,0.834,0.113
2478,2016-10-06,113.7,114.34,113.13,113.89,113.89,-0.2023,0.075,0.842,0.083
2479,2016-10-07,114.31,114.56,113.51,114.06,114.06,-0.6033,0.069,0.871,0.06
2480,2016-10-10,115.02,116.75,114.72,116.05,116.05,-0.8641,0.121,0.774,0.106
2481,2016-10-11,117.7,118.69,116.2,116.3,116.3,0.8804,0.079,0.806,0.114
2482,2016-10-12,117.35,117.98,116.75,117.34,117.34,-0.6953,0.109,0.803,0.088
2483,2016-10-13,116.79,117.44,115.72,116.98,116.98,-0.507,0.12,0.794,0.086
2484,2016-10-14,117.88,118.17,117.13,117.63,117.63,0.9686,0.035,0.839,0.126
2485,2016-10-17,117.33,117.84,116.78,117.55,117.55,0.6486,0.0,0.854,0.146
2486,2016-10-18,118.18,118.21,117.45,117.47,117.47,0.0,0.0,0.0,0.0
2487,2016-10-19,117.25,117.76,113.8,117.12,117.12,0.9281,0.022,0.882,0.096
2488,2016-10-20,116.86,117.38,116.33,117.06,117.06,0.7003,0.047,0.863,0.091
2489,2016-10-21,116.81,116.91,116.28,116.6,116.6,0.0,0.0,0.0,0.0
2490,2016-10-24,117.1,117.74,117.0,117.65,117.65,0.9009,0.051,0.863,0.086
2491,2016-10-25,117.95,118.36,117.31,118.25,118.25,-0.8655,0.091,0.875,0.035
2492,2016-10-26,114.31,115.7,113.31,115.59,115.59,0.9797,0.016,0.877,0.107
2493,2016-10-27,115.39,115.86,114.1,114.48,114.48,0.8388,0.031,0.904,0.065
2494,2016-10-28,113.87,115.21,113.45,113.72,113.72,0.0,0.0,0.0,0.0
2495,2016-10-31,113.65,114.23,113.2,113.54,113.54,0.0,0.0,0.0,0.0
2496,2016-11-01,113.46,113.77,110.53,111.49,111.49,0.9501,0.016,0.89,0.094
2497,2016-11-02,111.4,112.35,111.23,111.59,111.59,-0.2023,0.068,0.871,0.062
2498,2016-11-03,110.98,111.46,109.55,109.83,109.83,0.9834,0.056,0.788,0.157
2499,2016-11-04,108.53,110.25,108.11,108.84,108.84,-0.4098,0.081,0.868,0.051
2500,2016-11-07,110.08,110.51,109.46,110.41,110.41,0.0,0.0,0.0,0.0
2501,2016-11-08,110.31,111.72,109.7,111.06,111.06,0.9527,0.048,0.838,0.114
2502,2016-11-09,109.88,111.32,108.05,110.88,110.88,0.4606,0.036,0.909,0.055
2503,2016-11-10,111.09,111.09,105.83,107.79,107.79,0.9865,0.068,0.76,0.172
2504,2016-11-11,107.12,108.87,106.55,108.43,108.43,0.8466,0.039,0.871,0.09
2505,2016-11-14,107.71,107.81,104.08,105.71,105.71,0.9186,0.059,0.837,0.104
2506,2016-11-15,106.57,107.68,106.16,107.11,107.11,-0.4019,0.034,0.946,0.021
2507,2016-11-16,106.7,110.23,106.6,109.99,109.99,0.9869,0.073,0.713,0.214
2508,2016-11-17,109.81,110.35,108.83,109.95,109.95,0.9231,0.031,0.882,0.086
2509,2016-11-18,109.72,110.54,109.66,110.06,110.06,0.7932,0.052,0.847,0.101
2510,2016-11-21,110.12,111.99,110.01,111.73,111.73,-0.6908,0.106,0.797,0.097
2511,2016-11-22,111.95,112.42,111.4,111.8,111.8,-0.8885,0.13,0.786,0.084
2512,2016-11-23,111.36,111.51,110.33,111.23,111.23,0.0,0.0,0.0,0.0
2513,2016-11-25,111.13,111.87,110.95,111.79,111.79,-0.899,0.115,0.885,0.0
2514,2016-11-28,111.43,112.47,111.39,111.57,111.57,0.0,0.0,0.0,0.0
2515,2016-11-29,110.78,112.03,110.07,111.46,111.46,0.0,0.0,0.0,0.0
2516,2016-11-30,111.6,112.2,110.27,110.52,110.52,0.0,0.0,0.0,0.0
